TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,OCCUPATION_TYPE,ORGANIZATION_TYPE
0,0,1,0,1,6,1,4,5,4,25
0,0,1,0,1,6,2,4,1,16,39
0,0,1,0,0,6,0,4,2,14,5
0,0,0,0,1,6,2,1,1,10,9
0,0,0,0,0,6,0,1,1,6,45
0,0,0,0,0,6,2,4,1,12,42
0,0,0,0,0,6,2,4,1,10,27
0,0,0,0,1,6,2,1,1,10,32
0,0,1,0,1,6,2,4,1,8,5
0,0,1,0,1,6,2,1,1,10,7
0,0,0,0,1,6,1,4,5,15,32
0,0,1,0,1,6,2,1,1,8,7
0,0,1,0,0,6,0,4,1,10,5
1,0,0,0,1,6,0,2,1,14,5
0,0,1,0,1,6,2,4,1,8,11
0,0,1,0,0,6,0,4,1,10,41
0,0,1,0,1,1,2,4,1,8,38
0,0,1,0,1,6,1,4,1,3,33
0,1,0,0,1,6,2,4,1,10,5
0,0,0,0,0,6,0,1,1,10,5
0,0,0,0,0,6,0,4,4,12,42
0,0,1,0,1,6,2,4,1,8,7
0,0,1,0,1,6,2,3,1,4,5
1,0,0,0,0,5,2,1,1,10,41
0,0,1,0,0,6,1,1,2,3,11
0,1,1,0,1,6,0,1,5,7,7
0,0,1,0,1,6,0,1,1,10,43
0,0,1,0,1,6,2,1,1,10,32
0,0,1,0,1,6,2,1,1,6,16
0,0,1,0,0,6,0,1,1,6,5
0,0,0,0,0,6,2,4,1,2,7
0,0,0,0,0,6,0,1,1,0,5
1,0,0,0,0,1,0,1,5,3,27
0,0,0,0,0,6,0,4,1,0,5
0,0,1,0,1,1,2,4,1,4,32
0,0,1,0,1,0,2,4,1,8,4
0,0,0,0,0,6,2,4,1,8,31
0,0,1,0,0,6,0,4,1,8,7
0,0,1,0,1,6,0,1,1,10,5
0,0,0,0,1,6,0,4,1,14,41
0,0,1,0,1,6,0,2,1,4,5
0,0,1,0,0,1,2,1,1,4,41
0,0,0,0,1,0,2,4,1,3,45
0,0,1,0,1,6,0,4,1,8,49
0,0,1,0,0,6,0,2,1,4,3
0,0,0,0,1,6,2,4,1,0,5
0,0,1,0,1,4,2,2,1,3,45
0,0,0,0,1,1,0,1,1,3,29
0,1,1,0,0,6,1,1,3,8,30
1,0,1,0,1,6,2,4,2,4,5
0,0,0,0,0,1,2,1,1,3,29
0,0,0,0,1,6,0,1,1,11,29
0,1,1,0,1,6,0,1,1,10,3
0,1,1,0,1,6,2,1,3,8,9
0,1,1,0,1,6,0,4,1,8,5
0,0,1,0,0,6,0,1,1,10,5
0,0,1,0,1,6,2,4,1,10,41
0,1,1,0,1,6,0,1,1,10,4
0,0,1,0,1,6,0,4,1,8,53
0,0,1,0,1,6,2,4,1,3,45
0,0,0,0,0,1,0,4,1,8,4
0,0,1,0,0,6,0,1,1,14,5
0,0,0,0,1,6,2,1,1,12,41
0,1,0,0,0,6,0,1,1,10,49
0,0,1,0,0,6,2,4,1,10,5
0,0,1,0,0,6,0,1,2,14,5
0,0,1,0,0,6,0,1,1,10,5
0,0,0,0,1,6,2,4,1,10,27
0,1,1,0,0,5,2,4,1,16,39
0,0,1,0,1,6,2,4,1,8,3
0,0,1,0,1,6,0,1,1,14,41
0,0,0,0,0,6,2,1,1,0,5
0,0,1,0,1,6,2,4,1,10,5
0,0,1,0,0,1,0,4,1,8,3
0,0,0,0,1,6,2,4,1,8,4
0,0,0,0,1,6,2,1,1,3,5
0,1,1,0,1,6,2,4,1,16,25
0,0,0,0,1,6,2,4,1,10,41
0,0,0,0,1,6,2,1,1,3,38
0,0,1,0,1,6,0,4,1,8,11
0,0,0,0,1,6,1,2,1,10,34
0,0,1,0,0,6,2,4,2,8,3
0,0,1,0,1,6,1,1,5,10,11
0,0,1,0,1,1,2,1,1,3,46
1,0,1,0,1,1,2,4,1,8,5
0,0,1,0,1,6,0,4,1,4,25
0,1,1,0,1,6,2,4,1,10,25
0,0,0,0,0,6,2,1,1,15,40
0,0,0,0,1,6,2,4,1,3,50
0,0,0,0,1,6,2,4,0,0,38
0,0,0,0,1,6,0,4,1,11,11
0,0,1,0,0,6,0,1,1,14,48
0,0,0,0,1,6,2,1,1,8,5
0,1,0,0,1,6,2,4,1,8,30
0,0,1,0,0,6,0,4,1,4,16
0,1,1,0,1,6,0,1,4,10,41
0,0,1,0,1,6,0,1,1,6,5
0,0,0,0,1,5,1,4,1,11,29
0,0,1,0,1,6,2,4,1,8,3
0,0,0,0,1,6,2,1,1,10,5
0,0,1,0,0,6,2,4,1,8,23
0,0,1,0,1,6,2,4,5,8,5
0,0,1,0,1,1,2,4,1,8,11
0,0,1,0,0,1,2,4,1,8,11
0,0,1,0,1,5,1,4,1,4,11
1,1,0,0,0,6,2,4,1,8,11
0,0,1,0,1,6,2,4,1,14,41
0,0,1,0,1,6,2,1,1,8,4
0,0,1,0,1,6,0,1,1,4,41
0,0,1,0,0,6,2,1,1,12,32
0,0,0,0,1,1,0,1,1,3,33
0,0,1,0,1,6,2,4,1,6,32
0,0,0,0,0,6,0,2,1,14,5
0,0,1,0,1,6,0,1,2,10,46
0,0,1,0,1,6,0,4,1,4,30
0,0,1,0,1,6,0,4,1,8,5
0,0,1,0,1,6,2,4,1,8,25
0,0,0,0,0,3,1,1,1,3,54
0,0,1,0,0,6,2,4,1,10,7
0,0,0,0,0,6,2,4,5,10,41
0,0,1,0,0,6,2,1,1,10,41
0,0,0,0,0,1,0,4,1,10,5
0,0,0,0,1,6,2,4,1,14,41
0,0,1,0,1,6,0,1,1,10,11
0,0,1,0,0,1,2,4,1,10,53
1,0,1,0,1,6,2,4,1,10,32
0,0,1,0,1,6,0,4,1,10,3
0,0,0,0,1,1,1,4,3,11,29
0,0,0,0,1,6,2,1,1,6,40
0,0,1,0,1,5,1,4,1,8,30
0,0,1,0,1,6,2,1,1,10,40
0,0,1,0,0,6,2,4,2,3,0
0,0,0,0,1,6,1,4,1,2,27
0,0,0,0,0,6,0,1,1,0,5
0,0,1,0,1,6,2,4,1,8,5
0,0,0,0,0,6,2,4,5,10,38
0,0,0,0,1,1,2,4,1,14,5
0,0,0,0,0,6,0,1,1,10,5
0,0,0,0,1,6,0,1,1,10,41
0,0,0,0,1,6,2,2,1,3,40
0,0,1,0,1,6,0,1,2,10,5
0,0,1,0,0,6,0,1,5,6,5
0,0,0,0,0,6,2,4,4,14,49
0,0,1,0,1,6,0,4,1,10,5
0,0,0,0,1,6,2,4,1,0,5
0,0,0,0,1,6,1,1,3,3,33
0,0,0,0,1,5,2,4,1,14,41
0,0,1,0,0,6,2,4,1,8,25
1,0,0,0,0,6,0,1,1,3,0
0,0,0,0,0,6,0,1,1,13,35
0,0,0,0,1,6,0,1,1,3,54
0,0,1,0,0,6,1,1,1,10,38
0,0,1,0,1,6,0,4,1,8,4
0,0,0,0,1,6,0,2,1,0,30
0,0,1,0,1,6,2,4,1,8,41
0,0,1,0,1,6,2,4,1,10,5
1,0,0,0,1,6,2,4,1,14,5
0,0,1,0,0,6,2,4,5,4,5
0,0,1,0,0,1,2,4,1,4,53
0,0,1,0,1,6,2,1,1,10,41
0,1,0,0,1,6,0,1,1,10,5
0,1,0,0,1,6,2,1,1,8,5
0,0,0,0,1,6,0,1,1,10,32
0,0,1,0,0,6,2,4,2,16,5
0,1,0,0,1,6,0,1,1,3,2
0,0,1,0,0,6,0,4,1,8,7
0,0,1,0,1,6,2,1,1,8,7
0,0,1,0,1,6,2,4,1,8,4
0,0,0,0,1,6,0,4,1,14,41
0,0,0,0,0,6,0,1,1,10,4
0,0,0,0,1,6,2,4,1,12,5
0,0,1,0,1,6,2,1,1,10,5
1,0,0,0,1,6,0,4,1,4,3
0,0,1,0,1,6,2,1,1,8,25
0,0,1,0,1,6,2,1,1,10,5
0,0,1,0,1,6,2,4,1,4,5
0,0,1,0,0,6,2,4,5,8,5
0,1,1,0,0,6,2,4,1,6,5
0,0,1,0,1,6,2,1,1,14,41
0,0,1,0,1,6,0,1,1,10,2
0,0,0,0,1,1,0,4,1,14,5
0,0,1,0,1,6,0,4,5,8,5
0,0,0,0,1,6,2,4,1,1,13
0,0,0,0,1,1,2,4,1,14,32
0,0,0,0,1,1,2,4,1,8,25
0,0,1,0,1,6,2,4,1,4,40
0,0,1,0,0,6,2,4,1,14,41
0,0,0,0,1,6,1,4,1,8,29
0,0,0,0,1,6,2,4,1,6,5
0,0,0,0,0,1,0,4,1,8,41
1,0,0,0,0,6,2,4,1,14,5
0,0,0,0,1,6,0,1,1,0,53
0,0,1,0,1,6,0,4,5,4,3
0,0,1,0,1,6,0,2,1,14,41
0,0,0,0,1,6,2,4,1,11,29
0,0,1,0,1,6,0,4,1,16,11
0,0,1,0,1,1,1,4,1,11,9
0,0,1,0,1,6,0,4,1,14,5
0,0,0,0,1,1,0,1,1,3,45
0,1,1,0,1,6,0,4,1,10,41
0,0,1,0,0,6,0,4,5,3,30
0,1,0,0,1,0,2,1,1,10,33
0,1,1,0,1,6,0,1,1,10,5
0,0,1,0,0,6,2,2,1,10,23
0,0,0,0,1,6,0,1,1,0,13
0,0,1,0,1,6,0,1,1,0,45
0,0,1,0,0,6,2,1,1,6,43
0,0,1,0,0,6,2,4,1,10,5
0,1,0,0,1,6,0,4,1,11,29
0,0,1,0,1,5,0,4,1,6,5
0,0,1,0,1,6,2,4,1,6,43
0,0,1,0,0,5,2,4,1,8,5
0,0,0,0,1,6,2,4,1,8,5
0,0,0,0,1,1,2,4,1,8,5
0,0,1,0,1,6,0,4,1,11,12
0,0,0,0,1,6,0,1,1,0,5
0,0,1,0,0,6,2,4,1,4,11
0,0,1,0,1,6,0,4,1,4,5
0,0,1,0,1,6,2,4,5,8,25
0,0,1,0,1,1,0,4,1,14,41
0,0,0,0,1,6,2,1,1,0,11
0,0,0,0,1,6,0,4,1,3,49
0,0,0,0,1,6,2,4,1,15,29
0,0,1,0,1,6,2,1,1,8,7
0,0,0,0,0,6,0,1,1,14,5
0,0,1,0,1,6,2,1,1,8,5
0,0,0,0,0,6,0,4,1,3,41
0,0,1,0,1,6,0,1,1,8,25
0,0,0,0,1,6,2,1,1,0,5
0,0,1,0,0,6,0,4,5,8,53
0,0,0,0,1,6,1,1,1,3,11
0,0,0,0,0,3,0,1,1,14,5
0,1,1,0,1,6,2,4,1,8,5
1,0,1,0,1,6,0,1,1,8,5
0,0,0,0,1,6,2,4,1,10,46
0,0,0,0,1,6,2,4,1,10,41
0,0,0,0,0,6,2,1,1,0,32
0,0,0,0,1,6,2,4,1,17,5
0,0,1,0,0,6,2,4,1,8,9
0,0,1,0,0,6,2,4,1,3,33
0,0,1,0,1,5,2,4,1,16,7
0,1,1,0,1,6,2,1,1,8,5
0,0,1,0,1,1,0,1,1,6,11
0,0,1,0,1,6,2,2,1,10,5
0,1,0,0,0,6,0,4,2,3,41
0,0,0,0,0,6,0,1,1,10,5
0,0,0,0,1,6,2,1,1,6,27
0,0,0,0,1,6,2,1,1,14,5
0,0,1,0,0,6,2,4,1,10,5
0,1,0,0,1,6,0,1,1,10,5
1,0,1,0,1,6,2,1,5,6,5
0,0,0,0,1,1,1,2,1,11,32
0,0,0,0,1,6,2,4,1,3,27
0,0,0,0,0,6,0,1,1,10,11
0,1,0,0,1,6,0,1,1,0,3
0,1,0,0,1,6,2,1,1,3,3
0,0,0,0,0,6,0,1,1,0,5
0,1,1,0,0,6,2,4,5,8,5
0,1,1,0,1,6,2,1,1,10,5
0,1,0,0,1,6,0,1,1,0,41
0,0,0,0,1,1,1,1,1,3,33
0,0,1,0,1,6,2,1,1,8,5
0,0,0,0,1,6,0,4,1,0,41
0,0,0,0,1,6,0,1,1,3,41
0,0,1,0,0,6,0,4,1,10,5
0,0,0,0,1,6,0,4,1,6,32
0,0,1,0,0,6,0,1,1,6,39
0,0,0,0,1,1,2,1,1,6,15
0,0,0,0,0,5,2,4,1,14,41
0,1,1,0,1,6,2,4,1,6,39
0,0,0,0,1,1,2,4,1,15,40
0,0,1,0,1,6,2,4,1,4,5
0,0,0,0,0,6,0,4,1,14,5
0,0,1,0,0,6,2,1,1,10,5
0,0,0,0,1,6,2,1,1,3,38
0,0,0,0,1,6,2,2,1,6,5
0,0,0,0,1,6,1,1,1,3,40
1,0,1,0,0,6,2,4,1,4,5
0,0,1,0,1,6,1,4,1,10,30
0,0,0,0,0,6,2,1,1,0,54
0,0,0,0,0,6,2,4,1,8,18
0,0,0,0,0,6,0,1,1,6,32
0,0,1,0,0,6,2,4,1,4,5
0,0,1,0,0,6,2,1,1,6,5
0,0,1,0,1,6,2,4,1,10,5
0,0,1,0,1,6,2,4,1,4,5
0,0,1,0,1,6,2,4,1,8,5
0,0,1,0,1,1,2,4,1,4,7
0,0,1,0,0,6,2,2,5,16,11
0,0,0,0,1,6,2,4,1,0,7
0,0,0,0,1,6,0,4,1,14,5
0,0,0,0,0,6,2,4,1,0,11
0,0,1,0,0,6,1,1,5,3,54
1,0,1,0,1,6,0,4,1,10,7
0,0,0,0,1,6,2,4,1,14,5
0,0,0,0,1,6,0,4,1,14,46
0,0,0,0,0,6,2,1,1,3,38
1,0,0,0,1,6,2,4,1,11,27
0,0,1,0,1,6,2,1,1,6,7
0,0,1,0,1,6,0,1,1,4,32
0,0,1,0,1,6,2,4,1,8,16
0,0,1,0,1,6,0,1,1,10,5
0,0,0,0,1,6,2,1,1,10,5
0,0,0,0,1,6,0,4,1,11,29
0,0,0,0,1,0,2,4,1,8,32
0,1,0,0,0,6,2,1,3,3,38
0,0,1,0,0,6,0,4,1,8,53
0,0,0,0,1,6,2,4,1,8,32
0,0,0,0,1,6,0,2,1,10,5
0,0,1,0,1,6,2,4,1,4,53
0,0,0,0,0,6,1,4,1,6,29
0,0,1,0,0,6,1,1,1,6,40
1,0,0,0,1,6,2,1,1,10,41
0,0,0,0,1,6,0,1,1,0,3
0,0,1,0,1,6,2,4,1,10,5
0,0,0,0,1,6,2,1,1,8,7
0,0,1,0,1,6,0,4,1,8,51
0,0,0,0,0,6,2,1,1,6,25
0,0,0,0,1,6,2,1,1,3,45
0,0,1,0,1,6,0,2,1,10,53
1,0,1,0,0,6,2,4,5,8,51
0,0,1,0,0,6,0,1,3,7,49
0,0,0,0,0,6,2,1,1,3,11
0,0,0,0,1,1,2,4,1,12,42
0,0,0,0,1,1,0,1,1,15,32
1,0,1,0,0,6,0,1,0,2,4
0,0,0,0,1,6,2,1,1,3,29
0,0,1,0,1,6,2,2,1,10,41
0,0,0,0,1,6,0,1,1,14,26
0,0,1,0,1,6,0,4,1,4,41
0,0,0,0,1,6,0,4,1,14,41
0,0,0,0,0,1,2,4,5,7,33
0,0,0,0,1,1,0,1,1,0,45
0,0,1,0,1,6,2,2,1,8,5
0,0,1,0,0,6,2,4,1,4,5
0,0,1,0,1,6,2,4,5,4,41
0,0,0,0,1,6,1,1,1,8,30
0,1,0,0,1,5,2,1,1,0,49
0,1,1,0,1,5,2,1,1,8,38
0,0,1,0,1,1,2,4,1,4,41
0,0,1,0,0,6,2,4,1,3,41
0,0,0,0,0,6,2,1,1,0,5
0,0,1,0,0,1,0,4,1,8,51
0,0,1,0,1,6,2,4,1,4,32
0,1,1,0,1,6,0,1,0,0,41
0,0,1,0,1,1,2,4,1,6,5
0,0,1,0,1,5,2,4,1,4,41
0,0,0,0,1,6,2,2,1,3,5
0,0,0,0,0,6,2,4,5,11,29
0,0,0,0,1,6,2,4,1,14,49
0,0,1,0,1,6,2,1,1,10,25
0,1,1,0,1,6,0,1,1,10,5
0,1,1,0,1,6,2,4,1,8,21
0,0,0,0,0,6,2,4,1,0,5
0,0,0,0,1,6,2,1,1,10,38
0,0,1,0,1,6,0,4,1,8,32
0,1,1,0,1,6,0,1,1,4,5
0,0,0,0,1,6,0,4,1,0,5
0,0,1,0,0,6,0,4,1,4,5
0,0,0,0,1,1,2,1,1,10,5
0,0,1,0,0,6,2,4,1,8,51
0,0,1,0,1,6,0,1,1,8,5
0,0,1,0,1,1,0,4,1,8,46
0,1,0,0,1,1,2,1,1,0,32
1,0,1,0,1,6,2,4,1,14,49
0,0,0,0,0,6,0,1,1,0,5
0,0,0,0,1,6,2,4,1,8,5
0,0,1,0,0,6,2,1,1,10,11
0,0,1,0,1,6,2,4,1,4,5
0,0,1,0,1,6,2,2,4,8,25
0,0,1,0,1,6,2,4,1,8,14
0,1,1,0,1,6,0,4,5,8,3
0,0,0,0,0,6,1,4,1,3,38
0,0,1,0,1,6,0,4,1,8,16
0,0,1,0,1,6,2,4,1,4,25
0,0,1,0,0,6,2,4,1,8,14
0,1,1,0,1,6,2,1,1,0,41
0,0,1,0,1,6,0,4,0,4,5
0,0,1,0,0,6,0,1,5,7,3
0,0,0,0,1,5,1,1,1,3,33
0,0,1,0,1,6,2,1,1,10,32
0,0,0,0,1,6,2,1,1,0,7
0,0,0,0,0,6,0,1,1,14,0
0,0,0,0,1,0,0,4,1,6,27
0,0,0,0,0,6,0,1,1,6,0
0,0,0,0,0,1,1,4,1,3,34
0,0,1,0,0,6,0,1,1,10,5
0,0,1,0,0,1,0,1,1,4,41
0,0,1,0,0,6,2,1,4,10,5
0,0,0,0,1,6,2,4,1,3,29
0,0,1,0,0,6,1,4,1,4,5
0,0,0,0,1,6,0,4,1,3,2
0,0,1,0,1,6,2,1,1,8,53
0,0,0,0,1,6,2,4,1,14,41
0,0,1,0,0,6,2,4,1,4,41
0,0,1,0,0,6,2,1,1,10,5
0,0,1,0,1,6,2,4,5,3,54
0,0,0,0,1,6,1,4,1,11,32
0,0,0,0,1,6,2,4,1,14,5
0,1,1,0,1,6,2,1,3,10,54
0,1,0,0,0,6,2,1,1,0,32
0,0,1,0,1,6,0,4,1,4,52
0,0,1,0,1,6,2,1,1,3,28
0,0,0,0,1,6,0,2,1,14,5
0,0,0,0,1,6,2,2,1,3,36
0,0,1,0,0,6,0,4,1,4,7
0,0,1,0,0,6,2,1,1,4,41
0,1,1,0,0,6,1,1,3,3,29
0,1,0,0,1,6,2,1,1,17,5
0,0,0,0,0,6,2,4,1,13,5
0,0,0,0,1,1,2,4,1,10,41
0,0,0,0,0,6,2,4,1,14,49
1,0,0,0,1,6,2,1,1,10,7
0,0,1,0,1,6,0,4,1,10,5
0,0,1,0,0,6,2,3,5,10,7
1,0,1,0,0,6,0,4,1,14,41
0,0,1,0,1,6,2,4,1,4,5
0,0,1,0,0,6,2,4,5,8,5
1,0,0,0,1,6,0,1,1,3,35
0,0,0,0,1,6,0,4,1,11,27
0,0,0,0,1,1,2,4,1,10,11
0,0,1,0,1,6,2,4,1,8,41
0,1,0,0,1,6,0,1,1,12,41
0,0,1,0,1,6,0,1,1,10,5
1,0,0,0,1,6,2,4,1,14,5
0,0,1,0,1,6,2,4,1,4,41
0,0,0,0,0,6,2,1,5,3,38
0,0,1,0,1,6,2,4,1,4,5
0,0,1,0,0,6,2,4,1,8,5
0,1,0,0,1,6,0,4,1,3,5
0,0,1,0,0,6,2,4,4,8,5
0,0,1,0,1,6,2,4,1,8,5
0,0,1,0,1,6,2,1,1,16,7
0,0,1,0,0,5,2,4,1,8,13
0,1,0,0,1,1,2,4,1,3,38
0,0,0,0,0,6,1,4,1,8,37
0,0,0,0,1,1,0,4,1,14,5
0,0,1,0,0,6,2,4,1,4,7
0,0,0,0,1,6,0,1,1,8,53
0,0,1,0,0,1,2,4,1,4,41
0,0,0,0,1,6,2,1,1,11,27
0,0,0,0,0,6,2,1,1,14,41
0,0,0,0,0,6,0,4,1,16,39
1,0,0,0,1,0,2,4,1,14,5
0,0,1,0,0,6,1,1,3,10,32
0,0,1,0,1,1,2,1,1,0,17
0,0,1,0,1,6,2,2,1,14,46
1,0,1,0,1,6,0,1,1,8,5
0,0,0,0,1,5,2,1,1,0,41
0,0,0,0,0,6,0,4,1,12,41
0,0,0,0,0,6,2,1,1,0,45
0,0,1,0,1,1,2,1,1,8,3
0,0,1,0,0,6,1,4,1,10,32
0,0,1,0,0,1,2,2,5,4,5
0,0,1,0,1,6,2,2,1,4,5
0,1,1,0,1,5,1,1,1,10,51
0,0,0,0,1,6,0,1,1,0,20
0,0,0,0,1,6,2,4,1,10,41
0,0,0,0,0,6,0,1,1,10,28
0,0,1,0,1,6,2,4,1,10,5
0,0,1,0,0,6,2,4,1,16,29
0,0,0,0,0,6,0,1,1,3,5
0,0,0,0,0,6,0,1,1,10,46
0,0,1,0,0,6,1,4,3,10,30
0,0,0,0,1,1,2,1,1,10,27
0,0,1,0,0,6,2,1,1,8,5
0,0,1,0,1,6,2,4,1,8,5
0,0,0,0,0,6,2,1,1,12,42
0,0,1,0,0,6,2,4,1,8,5
0,0,0,0,0,6,2,1,1,3,54
0,0,1,0,1,6,0,3,1,10,5
0,0,1,0,0,6,0,4,1,10,5
0,0,0,0,0,6,2,1,1,10,1
1,0,1,0,1,5,2,4,1,8,21
0,0,0,0,0,1,2,4,1,16,39
